"Pseudonym";"meal";"choice_1";"choice_2";"choice_3";"choice_4";"choice_5";"choice_6";"choice_7";"choice_8";"choice_9";"choice_10";"satis_1";"satis_2";"satis_3";"ing_1";"ing_2";"ing_3";"ing_4";"att_1";"att_2";"att_3";"att_4";"att_5";"att_6";"att_7";"att_8";"att_9";"att_10";"att_11";"diet";"allerg";"relig";"meds";"tho_1";"tho_2";"tho_3";"tho_4";"tho_5";"tra_1";"tra_2";"tra_3";"tra_4";"tra_5";"meat";"milk";"veget";"veg";"pensum";"cant";"home";"other";"gender";"member";"fill";"age_groups";"mensa";"sumNA";"perNA";"Verpflegungstyp";"date";"place";"intervention";"label_content";"meal_name";"choice_add_d";"choice_add_v";"code_choice";"Bemerkungen_d";"Bemerkungen_v";"code_zu_Bemerkungen"
"2017_HS_F_0074";"Favorite";1;1;1;4;1;1;"1";"1";"1";1;4;"4";"1";"-99";"-99";"-99";"-99";-99;4;"-99";"-99";"-99";-99;"-99";-99;"-99";"-99";4;"0";"0";"0";"0";"3";"3";3;"2";4;3;3;"3";"3";"3";"4";"7";"2";"1";"4";"4";"2";"1";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Gr¸ental";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;0;NA;NA
"2017_HS_F_0075";"Favorite";3;3;4;4;3;1;"1";"2";"3";3;3;"3";"1";"3";"2";"1";"3";2;4;"3";"2";"3";1;"1";3;"3";"3";4;"0";"0";"0";"0";"3";"3";3;"3";4;3;3;"3";"3";"3";"6";"6";"2";"1";"3";"4";"2";"3";"Mann";"Student/in";"0";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Gr¸ental";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;0;NA;NA
"2017_HS_F_0076";"Favorite";3;4;4;4;3;4;"2";"2";"2";3;4;"4";"2";"1";"1";"1";"1";2;3;"2";"2";"2";4;"2";2;"2";"2";3;"0";"0";"0";"0";"3";"3";3;"3";3;3;3;"3";"3";"3";"3";"5";"5";"2";"4";"4";"1";"1";"Mann";"Student/in";"0";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Gr¸ental";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;0;NA;NA
"2017_HS_F_0077";"Favorite";4;1;4;4;2;1;"1";"1";"1";3;3;"3";"1";"4";"1";"1";"4";4;4;"2";"4";"2";4;"2";2;"2";"3";4;"1";"0";"0";"0";"4";"4";4;"4";4;4;4;"4";"4";"4";"1";"6";"6";"3";"2";"3";"1";"1";"Mann";"Student/in";"0";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Gr¸ental";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;1;"Frage 4 ist unklar.";"Kritik Fragebogen "
"2017_HS_F_0078";"Favorite";2;2;4;4;1;3;"1";"1";"1";3;NA;"4";"1";"4";"1";"1";"4";4;4;"4";"4";"4";3;"2";4;"4";"3";3;"0";"0";"0";"0";"4";"4";3;"4";2;4;4;"3";"3";"4";"3";"5";"5";"4";"2";"3";"1";"1";"Frau";"Student/in";"0";"26- bis 34-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-10-19;"Gr¸ental";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;1;"Frage 4: Mir w‰re wichtig, dass es kein Fleisch & ein Fisch enth‰lt. Ich hoffe, ich habe die Frage somit korrekt beantwortet.";"vegi"
"2017_HS_F_0079";"Favorite";3;3;4;4;4;4;"1";"1";"4";4;1;"1";"4";"1";"1";"1";"4";1;4;"1";"3";"4";4;"2";4;"4";"4";1;"0";"0";"0";"0";"4";"4";4;"4";1;4;4;"4";"4";"4";"2";"5";"5";"3";"3";"3";"3";"1";"Frau";"Student/in";"0";"26- bis 34-jaehrig";"1";0;0;"Abwechsler";2017-10-19;"Gr¸ental";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;1;"Fleischgerichte sollen immer teurer sein, als vegetarische Gerichte. Mehr Bio-Fleisch oder ganze Bio-Men¸Ås anbieten. Salatsamen¸ kˆnnten feiner sein.";"Fleisch teurer als vegi"
"2017_HS_F_0080";"Favorite";4;NA;4;4;2;3;"1";"1";"3";3;2;"3";"2";"1";"1";"1";"4";3;3;"2";"-99";"4";1;"1";4;"3";"3";3;"0";"0";"0";"0";"4";"3";3;"4";2;3;3;"3";"3";"3";"3";"6";"4";"3";"3";"3";"1";"1";"Frau";"Student/in";"0";"26- bis 34-jaehrig";"1";3;5,76923076923077;"Mensagaenger";2017-10-19;"Gr¸ental";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;0;NA;NA
"2017_HS_F_0081";"Favorite";3;4;4;4;2;4;"1";"3";"1";3;4;"4";"1";"2";"1";"1";"-99";2;3;"2";"3";"2";4;"2";3;"3";"2";3;"0";"0";"0";"0";"2";"4";2;"4";3;2;4;"2";"2";"4";"1";"5";"6";"4";"3";"3";"1";"1";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Gr¸ental";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;1;":)";"Redundant"
"2017_HS_F_0082";"Favorite";4;1;4;4;2;4;"1";"2";"3";4;4;"3";"1";"2";"1";"1";"1";2;4;"2";"3";"1";4;"2";2;"2";"2";3;"0";"0";"0";"0";"3";"4";3;"4";4;2;4;"4";"4";"4";"1";"6";"6";"4";"4";"4";"2";"1";"Mann";"Mitarbeiter/in";"0";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Gr¸ental";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;1;"Bitte Ressourcen schonen und s/w drucken!";"Kritik Fragebogen "
"2017_HS_F_0083";"Favorite";3;1;4;4;3;2;"1";"1";"2";1;4;"3";"1";"1";"1";"1";"4";3;4;"2";"4";"4";3;"1";4;"4";"4";2;"0";"0";"0";"0";"4";"4";4;"2";3;3;4;"4";"4";"4";"3";"6";"4";"1";"4";"4";"1";"4";"Mann";"Mitarbeiter/in";"0";"26- bis 34-jaehrig";"1";0;0;"Abwechsler";2017-10-19;"Gr¸ental";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;0;NA;NA
"2017_HS_F_0084";"Favorite";NA;NA;NA;4;NA;NA;NA;NA;NA;NA;2;"2";"4";NA;NA;NA;NA;NA;3;NA;"1";"-99";1;"1";-99;"3";"-99";2;"0";"0";"0";"0";"4";"2";2;"2";2;4;2;"3";"3";"3";"5";"5";"3";"3";"3";"3";"1";"1";"Mann";"Mitarbeiter/in";"0";"50- bis 64-jaehrig";"1";15;28,8461538461538;"Mensagaenger";2017-10-19;"Gr¸ental";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;1;"Flexitarier";"Flexitarier"
"2017_HS_F_0085";"Favorite";3;3;3;2;1;4;"1";"3";"1";1;4;"3";"2";"1";"1";"1";"4";1;4;"1";"1";"4";4;"1";1;"1";"4";1;"0";"0";"0";"0";"4";NA;4;"4";1;3;2;"4";"4";"4";"4";"6";"2";"2";"2";"2";"3";"1";"Frau";"Student/in";"0";"26- bis 34-jaehrig";"1";1;1,92307692307692;"Selbstverpfleger";2017-10-19;"Gr¸ental";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;0;NA;NA
"2017_HS_F_0087";"Favorite";3;2;4;4;3;3;"1";"2";"3";4;3;"3";"1";"2";"2";"1";"-99";3;4;"1";"-99";"1";1;"1";3;"3";"-99";4;"0";"0";"0";"0";"3";"3";3;"3";4;3;3;"3";"3";"3";"4";"6";"2";"2";"4";"4";"2";"2";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Gr¸ental";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;0;NA;NA
"2017_HS_F_0088";"Favorite";3;3;4;2;3;4;"1";"4";"4";4;3;"3";"1";"1";"1";"1";"-99";-99;2;"-99";"4";"3";3;"2";3;"3";"-99";3;"0";"0";"0";"0";"2";"3";3;"3";3;3;4;"3";"3";"4";"3";"5";"3";"2";"3";"3";"1";"2";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Gr¸ental";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;0;NA;NA
"2017_HS_F_0089";"Favorite";4;4;4;4;3;2;"1";"1";"3";4;4;"4";"1";"2";"1";"1";"3";4;4;"3";"4";"4";2;"1";4;"3";"3";4;"0";"0";"0";"0";"4";"4";3;"4";4;4;3;"3";"3";"4";"4";"6";"4";NA;"5";"4";"4";"1";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";1;1,92307692307692;"Abwechsler";2017-10-19;"Gr¸ental";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;0;NA;NA
"2017_HS_F_0091";"Favorite";3;3;2;3;2;3;"1";"1";"1";1;3;"3";"1";NA;"-99";"-99";"-99";3;3;"1";"3";"1";3;"1";3;"3";"-99";3;"0";"0";"0";"0";"3";"4";3;"4";3;3;3;"3";"3";"3";"3";"6";"4";"3";"3";"4";"1";"1";"Mann";"Mitarbeiter/in";"0";"35- bis 49-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-10-19;"Gr¸ental";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;0;NA;NA
"2017_HS_F_0093";"Favorite";3;3;2;3;2;4;"1";"1";"1";2;1;"3";"1";"4";"1";"1";"2";4;4;"1";"4";"4";4;"3";3;"4";"3";3;"0";"0";"0";"0";"4";"4";3;"4";2;4;4;"4";"4";"4";"2";"3";"5";"4";"4";"2";"4";"2";"Mann";"Student/in";"0";"26- bis 34-jaehrig";"1";0;0;"Selbstverpfleger";2017-10-19;"Gr¸ental";0;"vegetarisch";"ƒlpler Maggeronen";1;"Einziges Vegi-Men¸ (warm)!";"Ausschlussverfahren, vegi";1;"Ausgewogene Ern‰hrung ist mir sehr wichtig, wenn ich aber in der Mensa esse, kann ich dieses BedÅ¸rfnis nur bedingt decken. Z.B. heute wurde Apfelmus anstelle Gem¸Åse oder Salat angeboten ? (Ern‰hrungstechnisch schwache Alternative). Vegi-warm-Men¸Å weiterhin nur eine Auswahl! Entweden man isst kalt oder gibt sich damit zufrieden. Zudem preise f¸År Vegi (fehlt: zu hoch).";"Gesund"
"2017_HS_F_0094";"Favorite";2;2;2;3;1;4;"1";"1";"1";2;3;"3";"1";"1";"1";"1";"1";2;3;"1";"3";"1";4;"2";2;"2";"1";1;"0";"0";"0";"0";"3";"4";2;"3";1;4;4;"4";"4";"4";"3";"4";"5";"4";"0";"3";"4";"1";"Mann";"Student/in";"1";"17- bis 25-jaehrig";"1";0;0;"Selbstverpfleger";2017-10-19;"Gr¸ental";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;0;NA;NA
"2017_HS_F_0095";"Favorite";2;4;4;4;4;NA;"1";"1";"4";2;3;"3";"1";"1";"1";"1";"4";3;4;"1";"3";"4";2;"2";3;"4";"4";3;"1";"0";"0";"0";"3";"2";3;"3";3;3;2;"3";"3";"3";"5";"5";"1";"1";"5";"5";"1";"1";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-10-19;"Gr¸ental";0;"vegetarisch";"ƒlpler Maggeronen";1;"Die anderen habe ich nicht angeschaut";"Ausschlussverfahren";0;NA;NA
"2017_HS_F_0096";"Favorite";3;3;4;4;4;3;"1";"1";"4";3;3;"3";"1";"1";"1";"1";"3";3;4;"2";"3";"3";3;"2";3;"4";"4";3;"0";"0";"0";"0";"3";"3";3;"3";3;3;3;"3";"3";"3";"3";"6";"5";"3";"4";"4";"1";"1";"Mann";"Mitarbeiter/in";"0";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Gr¸ental";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;0;NA;NA
"2017_HS_F_0097";"Favorite";2;4;1;3;2;3;"1";"1";"3";1;4;"4";"1";"1";"1";"1";"3";3;4;"2";"4";"3";3;"1";3;"4";"4";3;"1";"0";"0";"0";"3";"4";4;"4";3;4;4;"4";"4";"4";"3";"4";"5";"2";"3";"3";"1";"1";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Gr¸ental";0;"vegetarisch";"ƒlpler Maggeronen";1;"Weil Vegi";"Ausschlussverfahren, vegi";0;NA;NA
"2017_HS_F_0099";"Favorite";4;3;3;3;2;4;"1";"1";"3";3;4;"4";"1";"2";"1";"1";"4";3;3;"3";"3";"3";1;"1";3;"-99";"-99";3;"0";"0";"0";"0";"3";"3";3;"3";3;3;4;"3";"3";"4";"3";"5";"3";"3";"1";"3";"1";"1";"Frau";"Student/in";"0";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Gr¸ental";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;0;NA;NA
"2017_HS_F_0100";"Favorite";3;3;4;4;3;3;"1";"2";"2";3;4;"4";"1";"1";"1";"1";"4";1;4;"1";"3";"1";1;"1";1;NA;NA;4;"0";"0";"0";"0";"3";"3";2;"4";3;3;4;"4";"4";"4";"3";"4";"3";"1";"2";"3";"2";"2";"Mann";"Student/in";"0";NA;"1";3;5,76923076923077;"Mensagaenger";2017-10-19;"Gr¸ental";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;1;"Portionen manchmal zu klein!";"Portionen Grˆsse"
"2017_HS_F_0101";NA;3;3;4;4;3;3;"1";"2";"2";3;4;"4";"1";"1";"1";"1";"4";1;4;"1";"3";"1";1;"1";1;"3";"3";4;"0";"0";"0";"0";"3";"3";2;"4";3;3;4;"4";"4";"4";"3";"4";"3";"1";"4";"3";"2";"2";"x";"Student/in";"0";"17- bis 25-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-10-19;"Gr¸ental";0;NA;NA;0;NA;NA;1;"Merci f¸År den Biber und den Stift.";"Redundant"
"2017_HS_F_0102";"Favorite";NA;NA;NA;NA;NA;4;NA;NA;NA;NA;3;NA;NA;"4";NA;NA;"4";3;4;"2";"-99";"-99";1;"1";3;"4";"4";4;"0";"0";"0";"0";"4";"4";2;"2";3;4;4;"4";"4";"3";"4";"5";"2";"1";"1";"3";"1";"1";"Mann";"Mitarbeiter/in";"0";"50- bis 64-jaehrig";"1";15;28,8461538461538;"Mensagaenger";2017-10-19;"Gr¸ental";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;0;NA;NA
"2017_HS_F_0103";"Favorite";4;4;4;3;3;4;"1";"1";"4";2;3;"4";"1";"4";"1";"1";"3";3;4;"2";"3";"3";4;"3";3;"3";"4";4;"0";"0";"0";"0";"3";"4";2;"4";3;4;4;"4";"4";"4";"3";"6";"5";"3";"3";"3";"3";"1";"Mann";"Student/in";"0";"26- bis 34-jaehrig";"1";0;0;"Abwechsler";2017-10-19;"Gr¸ental";0;"vegetarisch";"ƒlpler Maggeronen";1;"Ich vegetarisch essen wollte";"vegi";1;"Ich w‰hle 90% der f‰lle das vegetarische Men¸Å, fast egal was es ist. Ich schaue deshalb die anderen Men¸Ås oft gar nicht gross an.";"vegi, Ausschlussverfahren"
"2017_HS_F_0104";"Favorite";3;3;3;NA;1;4;"1";"3";"3";2;4;"3";"1";"2";"1";"1";"3";3;4;"3";"4";"4";4;"3";4;"4";"4";4;"0";"0";"0";"0";"4";"4";3;"4";3;4;3;"4";"4";"4";"3";"6";"4";"3";"3";"3";"3";"2";"Frau";"Student/in";"0";"26- bis 34-jaehrig";"1";1;1,92307692307692;"Abwechsler";2017-10-19;"Gr¸ental";0;"vegetarisch";"ƒlpler Maggeronen";1;"Einziges Vegi-Men¸";"Ausschlussverfahren, vegi";1;"Finde Frage 4 und 5 schwierig zu beantworten weil die Auswahl meines Men¸Ås prim‰r auf dem vorhandenen Angebot basiert und weniger auf dem, was mir wichtig w‰re (heute z.B. nur ein warmes vegi-Men¸Å).";"vegi, Kritik am Fragebogen"
"2017_HS_F_0105";"Favorite";3;3;3;3;2;3;"1";"1";"2";4;4;"3";"2";"2";"2";"2";"2";3;4;"2";"-99";"-99";2;"1";-99;"-99";"-99";4;"0";"0";"0";"0";"3";"3";2;"2";4;4;3;"3";"3";"3";"3";"6";"3";"2";"2";"3";"3";"1";"Mann";"Student/in";"0";"35- bis 49-jaehrig";"1";0;0;"Abwechsler";2017-10-19;"Gr¸ental";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;0;NA;NA
"2017_HS_F_0106";"Favorite";4;4;4;3;1;3;"1";"1";"2";3;2;"2";"2";"2";"2";"2";"3";4;4;"2";"3";"3";1;"1";3;"3";"3";3;"0";"0";"0";"0";"4";"3";3;"2";3;4;3;"3";"4";"3";"4";"6";"1";"1";"5";"3";"4";"1";"Mann";"Student/in";"1";"17- bis 25-jaehrig";"1";0;0;"Selbstverpfleger";2017-10-19;"Reidbach";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;0;NA;NA
"2017_HS_F_0107";"Favorite";2;3;3;3;2;4;"1";"1";"4";3;4;"3";"2";"4";"2";"2";"4";3;4;"2";"3";"4";2;"1";4;"4";"4";3;"0";"0";"0";"0";"4";"4";3;"3";3;4;4;"4";"4";"4";"3";"6";"4";"3";"5";"3";"3";"3";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Abwechsler";2017-10-19;"Reidbach";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;1;"Die Men¸Ås in der Mensa sind oft zu speziell und exotisch. Beispiel: Randen gehˆren nicht ins Risotto - Viele m<U+0094>gen Randen nicht. Eher als Salat anbieten.";"Kritik am Essen"
"2017_HS_F_0108";"Favorite";3;3;2;2;2;4;"1";"1";"1";3;3;"3";"1";"1";"1";"1";"-99";-99;4;"1";"-99";"-99";3;"1";-99;"-99";"-99";3;"0";"0";"0";"0";"1";"3";3;"3";2;2;3;"3";"3";"3";"4";"5";"4";"1";"3";"3";"3";"1";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Abwechsler";2017-10-19;"Reidbach";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;0;NA;NA
"2017_HS_F_0109";"Favorite";4;1;4;4;3;3;"2";NA;"1";3;3;"3";"1";"1";"1";"1";"2";2;4;"2";"1";"3";1;"1";4;"4";"3";3;"0";"0";"0";"0";"4";"3";3;"3";2;4;3;NA;"4";"4";"4";"5";"4";"2";"1";"2";"4";"1";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";2;3,84615384615385;"Selbstverpfleger";2017-10-19;"Reidbach";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;0;NA;NA
"2017_HS_F_0110";"Favorite";3;4;4;4;3;2;"1";"1";"1";3;3;"3";"1";"1";"1";"1";"1";2;4;"2";"2";"3";1;"1";4;"4";"2";2;"0";"0";"0";"0";"2";"2";3;"3";2;3;2;"3";"3";"2";"4";"5";"1";"1";"4";"3";"3";"2";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Abwechsler";2017-10-19;"Reidbach";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;0;NA;NA
"2017_HS_F_0111";"Favorite";3;3;3;2;3;1;"2";"1";"1";NA;2;"2";"3";"3";"3";"3";"3";3;3;"3";"2";"2";2;"2";3;"3";"3";4;"0";"0";"0";"0";"3";"2";3;"3";4;3;2;"3";"3";"3";"3";"4";"3";"2";"5";"3";"4";"2";"Frau";"Student/in";"1";"17- bis 25-jaehrig";"1";1;1,92307692307692;"Selbstverpfleger";2017-10-19;"Reidbach";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;0;NA;NA
"2017_HS_F_0112";"Favorite";4;3;4;4;3;4;"1";"3";"1";3;2;"2";"2";"2";"1";"1";"1";1;3;"2";"2";"2";1;"1";3;"2";"3";2;"0";"0";"0";"0";"4";"4";4;"4";3;4;3;"4";"4";"4";"4";"6";"3";"2";"4";"4";"1";"1";"Mann";"Mitarbeiter/in";"0";"35- bis 49-jaehrig";"1";2;3,84615384615385;"Mensagaenger";2017-10-19;"Reidbach";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;0;NA;NA
"2017_HS_F_0113";"Favorite";2;1;4;3;2;3;"1";"1";"1";3;3;"3";"1";"1";"3";"2";"2";2;3;"1";"2";"-99";3;"-99";-99;"-99";"-99";3;"0";"0";"0";"0";"1";"3";2;"3";2;2;3;"3";"2";"3";"3";"6";"4";"1";"5";"4";"2";"2";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Reidbach";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;1;"Ich werde lieber nach dem Essen f¸År Umfragen angesprochen und nicht w‰hrend dem Essen.";"Kritik Fragebogen "
"2017_HS_F_0114";"Favorite";3;2;3;4;3;2;"1";"1";"2";3;3;"3";"1";"1";"1";"1";"1";3;3;"2";"2";"1";1;"1";3;"1";"1";3;"0";"0";"0";"0";"2";"2";1;"1";3;3;3;"3";"3";"3";"6";"6";"1";"1";"5";"2";"5";"2";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Selbstverpfleger";2017-10-19;"Reidbach";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;0;NA;NA
"2017_HS_F_0115";"Favorite";2;4;4;4;3;4;"1";"2";"4";4;4;"4";NA;"-99";NA;"1";"4";3;4;"3";"4";"4";1;"1";4;NA;"4";3;"0";"0";"0";"0";"4";NA;4;NA;3;4;4;"4";NA;"4";"3";"4";"3";"1";"3";"4";"1";"2";"Frau";"Mitarbeiter/in";"1";"50- bis 64-jaehrig";"1";6;11,5384615384615;"Mensagaenger";2017-10-19;"Reidbach";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;0;NA;NA
"2017_HS_F_0116";"Favorite";1;1;1;1;1;4;"1";"1";"1";1;1;"1";"4";"1";"1";"1";"1";1;3;"1";"1";"1";1;"1";1;"1";"1";3;"0";"0";"0";"0";"3";"3";3;"3";1;3;3;"3";"3";"3";"4";"6";"3";"1";"4";"4";"1";"1";"x";NA;"0";"26- bis 34-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-10-19;"Reidbach";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;1;"Ich denke meine Aussagen bei den Fragen 2-6 beissen sich mit den anderen Antworten. Aber in der Mensa ist es mir wirklich egal. Hauptsache ich bekomme das Essen runter. Zuhause schaue ich aber.";"Soll schmecken "
"2017_HS_F_0117";"Favorite";3;3;4;3;2;4;"1";"1";"1";3;3;"3";"1";"2";"1";"1";"2";3;4;"2";"2";"2";1;"1";2;"2";"2";3;"0";"0";"0";"0";"3";"3";2;"3";3;4;3;"2";"3";"3";"6";"6";"3";"2";"5";"2";"3";"3";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Einkaeufer";2017-10-19;"Reidbach";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;0;NA;NA
"2017_HS_F_0118";"Favorite";4;3;4;4;3;2;"1";"2";"4";3;4;"3";"1";"2";"2";"1";"3";3;4;"2";"1";"1";1;"2";4;"3";"2";4;"0";"0";"0";"0";"4";"2";1;"3";4;4;2;"4";"3";"4";"5";"4";"3";"1";"4";"4";"2";"1";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Reidbach";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;0;NA;NA
"2017_HS_F_0119";"Favorite";1;4;4;4;3;3;"1";"1";"2";4;1;"2";"2";"1";"1";"1";"1";1;4;"2";"1";"2";1;"1";2;"2";"1";4;"0";"0";"0";"0";"3";"2";2;"2";4;3;2;"3";"4";"4";"7";"6";"2";"1";"5";"3";"1";"2";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Reidbach";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;0;NA;NA
"2017_HS_F_0120";"Favorite";3;1;4;4;2;4;"1";"3";"1";3;3;"3";"2";"1";"1";"1";"1";2;4;"2";"3";"3";1;"1";4;"3";"3";4;"0";"0";"0";"0";"2";"3";3;"3";3;3;3;"3";"3";"3";"4";"4";"1";"1";"5";"5";"2";"1";"Mann";"Student/in";"1";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Reidbach";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;1;"Das Essen wird noch immer zu wenig gesalzen.";"Salz"
"2017_HS_F_0121";"Favorite";3;2;4;4;2;1;"1";"1";"1";3;4;"4";"1";"2";"2";"2";"3";2;3;"2";"2";"3";1;"1";3;"3";"2";3;"0";"0";"0";"0";"3";"3";2;"2";3;3;3;"3";"3";"3";"3";"5";"5";"1";"5";"2";"4";"1";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Selbstverpfleger";2017-10-19;"Reidbach";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;1;"Fragebogen kˆnnte genauer sein + pr‰ziesere Antwortmˆglichkeiten (Frage 9 vegetarische Gesinnung oder reine Abwesenheit von Fleisch).";"Kritik Fragebogen "
"2017_HS_F_0122";"Favorite";3;3;4;4;2;2;"1";"1";"2";3;3;"4";"1";"1";"1";"1";"2";2;3;"2";"2";"1";1;"1";3;"3";"2";3;"0";"0";"0";"0";"4";"3";3;"3";4;3;3;"3";"4";"3";"5";"7";"3";"2";"5";"3";"4";"4";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Einkaeufer";2017-10-19;"Reidbach";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;0;NA;NA
"2017_HS_F_0123";"Favorite";3;3;3;2;1;4;"1";"1";"1";2;2;"2";"4";"3";"3";"3";"1";1;4;"1";"1";"1";1;"1";1;"1";"1";4;"0";"0";"0";"0";"3";"1";1;"1";4;3;1;"1";"1";"1";"4";"4";"3";"1";"4";"4";"2";"1";"Mann";"Student/in";"1";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Reidbach";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;0;NA;NA
"2017_HS_F_0124";"Favorite";2;2;3;3;1;4;"1";"1";"3";3;3;"2";"3";"1";"1";"1";"1";1;3;"2";"2";"2";1;"1";3;"3";"2";3;"0";"0";"0";"0";"2";"3";2;"2";3;2;3;"2";"3";"3";"5";"5";"3";"1";"5";"4";"3";"2";"Frau";"Student/in";"1";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Reidbach";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;1;"Pasta Men¸Å";"Pasta"
"2017_HS_F_0125";"Favorite";2;2;3;2;2;4;"1";"1";"1";3;3;"3";"1";"1";"1";"1";"1";3;2;"1";"2";"2";1;"1";3;"3";"2";4;"0";"0";"0";"0";"3";"1";1;"2";3;4;3;"2";"3";"2";"6";"6";"1";"1";"5";"4";"1";"3";"Mann";"Student/in";"1";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-10-19;"Reidbach";0;"vegetarisch";"ƒlpler Maggeronen";0;NA;NA;0;NA;NA
